Time (s),Voltage (mV)
0.5887500047683716,-0.0193615909665823
0.5891666412353516,-0.018576661124825478
0.5895833373069763,-0.017791731283068657
0.5899999737739563,-0.017006801441311836
0.590416669845581,-0.01648351550102234
0.590833306312561,-0.015698587521910667
0.5912500023841858,-0.014913657680153847
0.5916666388511658,-0.0141287287697196
0.5920833349227905,-0.01334379892796278
0.5924999713897705,-0.012558870017528534
0.5929166674613953,-0.011773940175771713
0.5933333039283752,-0.010727367363870144
0.59375,-0.010204081423580647
0.5941666960716248,-0.0094191525131464
0.5945833325386047,-0.00863422267138958
0.5950000286102295,-0.008110936731100082
0.5954166650772095,-0.007587650325149298
0.5958333611488342,-0.006541077978909016
0.5962499976158142,-0.006017791572958231
0.596666693687439,-0.005756148602813482
0.597083330154419,-0.005232862196862698
0.5975000262260437,-0.0047095762565732
0.5979166626930237,-0.003924646880477667
0.5983333587646484,-0.003401360474526882
0.5987499952316284,-0.003401360474526882
0.5991666913032532,-0.002878074301406741
0.5995833277702332,-0.002616431098431349
0.6000000238418579,-0.0020931449253112078
0.6004166603088379,-0.0020931449253112078
0.6008333563804626,-0.0015698587521910667
0.6012499928474426,-0.0015698587521910667
0.6016666889190674,-0.0015698587521910667
0.6020833253860474,-0.0010465724626556039
0.6025000214576721,-0.0010465724626556039
0.6029166579246521,-0.0010465724626556039
0.6033333539962769,-0.0010465724626556039
0.6037499904632568,-0.0010465724626556039
0.6041666865348816,-0.0010465724626556039
0.6045833230018616,-0.0010465724626556039
0.6050000190734863,-0.0010465724626556039
0.6054166555404663,-0.0013082155492156744
0.6058333516120911,-0.0015698587521910667
0.606249988079071,-0.0020931449253112078
0.6066666841506958,-0.0023547878954559565
0.6070833206176758,-0.002616431098431349
0.6075000166893005,-0.002878074301406741
0.6079166531562805,-0.003401360474526882
0.6083333492279053,-0.003401360474526882
0.6087499856948853,-0.0041862898506224155
0.60916668176651,-0.0047095762565732
0.60958331823349,-0.005232862196862698
0.6100000143051147,-0.005756148602813482
0.6104166507720947,-0.006541077978909016
0.6108333468437195,-0.007064363919198513
0.6112499833106995,-0.007587650325149298
0.6116666793823242,-0.008110936731100082
0.6120833158493042,-0.008895865641534328
0.612500011920929,-0.00968079548329115
0.6129166483879089,-0.010465724393725395
0.6133333444595337,-0.011250654235482216
0.6137499809265137,-0.011773940175771713
0.6141666769981384,-0.012820512987673283
0.6145833134651184,-0.013082155957818031
0.6150000095367432,-0.0141287287697196
0.6154166460037231,-0.014913657680153847
0.6158333420753479,-0.015436943620443344
0.6162499785423279,-0.01648351550102234
0.6166666746139526,-0.017006801441311836
0.6170833110809326,-0.017791731283068657
0.6175000071525574,-0.018576661124825478
0.6179166436195374,-0.019623233005404472
0.6183333396911621,-0.02014651894569397
0.6187499761581421,-0.02093144878745079
0.6191666722297668,-0.02171637862920761
0.6195833086967468,-0.022501308470964432
0.6200000047683716,-0.022762950509786606
0.6204166412353516,-0.0238095223903656
0.6208333373069763,-0.024332810193300247
0.6212499737739563,-0.024856096133589745
0.621666669845581,-0.025379382073879242
0.622083306312561,-0.02590266801416874
0.6225000023841858,-0.02668759785592556
0.6229166388511658,-0.027210883796215057
0.6233333349227905,-0.02747252583503723
0.6237499713897705,-0.027995813637971878
0.6241666674613953,-0.028519099578261375
0.6245833039283752,-0.0287807434797287
0.625,-0.029304029420018196
0.6254166960716248,-0.029304029420018196
0.6258333325386047,-0.029827315360307693
0.6262500286102295,-0.029827315360307693
0.6266666650772095,-0.029827315360307693
0.6270833611488342,-0.030088957399129868
0.6274999976158142,-0.030088957399129868
0.627916693687439,-0.03035060130059719
0.628333330154419,-0.030088957399129868
0.6287500262260437,-0.030088957399129868
0.6291666626930237,-0.029827315360307693
0.6295833587646484,-0.029827315360307693
0.6299999952316284,-0.029827315360307693
0.6304166913032532,-0.029827315360307693
0.6308333277702332,-0.029304029420018196
0.6312500238418579,-0.029042385518550873
0.6316666603088379,-0.0287807434797287
0.6320833563804626,-0.028519099578261375
0.6324999928474426,-0.0282574575394392
0.6329166889190674,-0.027734169736504555
0.6333333253860474,-0.02747252583503723
0.6337500214576721,-0.026949239894747734
0.6341666579246521,-0.026164311915636063
0.6345833539962769,-0.025641025975346565
0.6349999904632568,-0.025117740035057068
0.6354166865348816,-0.02459445409476757
0.6358333230018616,-0.024071166291832924
0.6362500190734863,-0.023286236450076103
0.6366666555404663,-0.022762950509786606
0.6370833516120911,-0.02223966456949711
0.637499988079071,-0.021193092688918114
0.6379166841506958,-0.020669804885983467
0.6383333206176758,-0.019884876906871796
0.6387500166893005,-0.019099947065114975
0.6391666531562805,-0.01805337518453598
0.6395833492279053,-0.017530087381601334
0.6399999856948853,-0.017006801441311836
0.64041668176651,-0.01648351550102234
0.64083331823349,-0.015436943620443344
0.6412500143051147,-0.014913657680153847
0.6416666507720947,-0.0141287287697196
0.6420833468437195,-0.01334379892796278
0.6424999833106995,-0.012820512987673283
0.6429166793823242,-0.011773940175771713
0.6433333158493042,-0.010989011265337467
0.643750011920929,-0.010465724393725395
0.6441666483879089,-0.00968079548329115
0.6445833444595337,-0.009157508611679077
0.6449999809265137,-0.008372579701244831
0.6454166769981384,-0.007587650325149298
0.6458333134651184,-0.006802720949053764
0.6462500095367432,-0.006279435008764267
0.6466666460037231,-0.005756148602813482
0.6470833420753479,-0.005232862196862698
0.6474999785423279,-0.0047095762565732
0.6479166746139526,-0.0041862898506224155
0.6483333110809326,-0.0036630036775022745
0.6487500071525574,-0.003401360474526882
0.6491666436195374,-0.002878074301406741
0.6495833396911621,-0.002616431098431349
0.6499999761581421,-0.0023547878954559565
0.6504166722297668,-0.0018315018387511373
0.6508333086967468,-0.0015698587521910667
0.6512500047683716,-0.0015698587521910667
0.6516666412353516,-0.0015698587521910667
0.6520833373069763,-0.0013082155492156744
0.6524999737739563,-0.0013082155492156744
0.652916669845581,-0.0010465724626556039
0.653333306312561,-0.0010465724626556039
0.6537500023841858,-0.0010465724626556039
0.6541666388511658,-0.0010465724626556039
0.6545833349227905,-0.0007849293178878725
0.6549999713897705,-0.0010465724626556039
0.6554166674613953,-0.0015698587521910667
0.6558333039283752,-0.0015698587521910667
0.65625,-0.0018315018387511373
0.6566666960716248,-0.0020931449253112078
0.6570833325386047,-0.002616431098431349
0.6575000286102295,-0.0031397175043821335
0.6579166650772095,-0.0036630036775022745
0.6583333611488342,-0.003924646880477667
0.6587499976158142,-0.004447932820767164
0.659166693687439,-0.0047095762565732
0.659583330154419,-0.005232862196862698
0.6600000262260437,-0.005756148602813482
0.6604166626930237,-0.006541077978909016
0.6608333587646484,-0.007064363919198513
0.6612499952316284,-0.007849293760955334
0.6616666913032532,-0.008110936731100082
0.6620833277702332,-0.008895865641534328
0.6625000238418579,-0.00968079548329115
0.6629166603088379,-0.010204081423580647
0.6633333563804626,-0.011250654235482216
0.6637499928474426,-0.012035583145916462
0.6641666889190674,-0.012820512987673283
0.6645833253860474,-0.01334379892796278
0.6650000214576721,-0.01439037173986435
0.6654166579246521,-0.015175300650298595
0.6658333539962769,-0.01596022956073284
0.6662499904632568,-0.01648351550102234
0.6666666865348816,-0.01726844534277916
0.6670833230018616,-0.01805337518453598
0.6675000190734863,-0.018576661124825478
0.6679166555404663,-0.0193615909665823
0.6683333516120911,-0.02014651894569397
0.668749988079071,-0.02093144878745079
0.6691666841506958,-0.021454736590385437
0.6695833206176758,-0.021978022530674934
0.6700000166893005,-0.022762950509786606
0.6704166531562805,-0.023286236450076103
0.6708333492279053,-0.024071166291832924
0.6712499856948853,-0.02459445409476757
0.67166668176651,-0.025117740035057068
0.67208331823349,-0.025641025975346565
0.6725000143051147,-0.026425953954458237
0.6729166507720947,-0.02668759785592556
0.6733333468437195,-0.026949239894747734
0.6737499833106995,-0.027734169736504555
0.6741666793823242,-0.0282574575394392
0.6745833158493042,-0.0287807434797287
0.675000011920929,-0.0287807434797287
0.6754166483879089,-0.029304029420018196
0.6758333444595337,-0.02956567145884037
0.6762499809265137,-0.02956567145884037
0.6766666769981384,-0.029827315360307693
0.6770833134651184,-0.030088957399129868
0.6775000095367432,-0.029827315360307693
0.6779166460037231,-0.030088957399129868
0.6783333420753479,-0.03035060130059719
0.6787499785423279,-0.03035060130059719
0.6791666746139526,-0.03035060130059719
0.6795833110809326,-0.029827315360307693
0.6800000071525574,-0.029827315360307693
0.6804166436195374,-0.01596022956073284
0.6808333396911621,-0.015436943620443344
0.6812499761581421,-0.01439037173986435
0.6816666722297668,-0.013605441898107529
0.6820833086967468,-0.012820512987673283
0.6825000047683716,-0.01229722611606121
0.6829166412353516,-0.011512297205626965
0.6833333373069763,-0.010465724393725395
0.6837499737739563,-0.009942438453435898
0.684166669845581,-0.0094191525131464
0.684583306312561,-0.00863422267138958
0.6850000023841858,-0.007849293760955334
0.6854166388511658,-0.007587650325149298
0.6858333349227905,-0.006802720949053764
0.6862499713897705,-0.006279435008764267
0.6866666674613953,-0.005756148602813482
0.6870833039283752,-0.005232862196862698
0.6875,-0.0047095762565732
0.6879166960716248,-0.0041862898506224155
0.6883333325386047,-0.0036630036775022745
0.6887500286102295,-0.0031397175043821335
0.6891666650772095,-0.002878074301406741
0.6895833611488342,-0.0023547878954559565
0.6899999976158142,-0.0020931449253112078
